date,series,value,unit,source_id,frequency
2014-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",60.1,million number,pbs_labour_sdmx,annual
2015-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",61.04,million number,pbs_labour_sdmx,annual
2016-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",62.266904,million number,pbs_labour_sdmx,annual
2017-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",62.8210794455999,million number,pbs_labour_sdmx,annual
2018-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",65.5,million number,pbs_labour_sdmx,annual
2019-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",68.75,million number,pbs_labour_sdmx,annual
2021-06-30,"Labor Markets, Labor Force, Persons, Number of, Fiscal Year [LLF_PE_FY_NUM]",71.76,million number,pbs_labour_sdmx,annual
1991-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",0.97,million number,pbs_labour_sdmx,annual
1992-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.95,million number,pbs_labour_sdmx,annual
1993-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.87,million number,pbs_labour_sdmx,annual
1994-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.53,million number,pbs_labour_sdmx,annual
1995-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.61,million number,pbs_labour_sdmx,annual
1996-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.83,million number,pbs_labour_sdmx,annual
1997-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",1.88,million number,pbs_labour_sdmx,annual
1998-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",2.29,million number,pbs_labour_sdmx,annual
1999-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",2.32,million number,pbs_labour_sdmx,annual
2000-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",2.37,million number,pbs_labour_sdmx,annual
2001-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.17,million number,pbs_labour_sdmx,annual
2002-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.24,million number,pbs_labour_sdmx,annual
2003-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.57,million number,pbs_labour_sdmx,annual
2004-06-30,"Labor Markets, Unemployment, Persons, Number of, Fiscal Year [LU_PE_FY_NUM]",3.5,million number,pbs_labour_sdmx,annual
